,Haber Türü,Haber Linki,Haber Başlığı,Haber İçeriği,Haber Tarihi
640,Spor,https://www.hurriyet.com.tr/sporarena/goztepe-iki-transfer-yapti-altayin-gozu-cenk-ozkacarda-42100377,"Göztepe iki transfer yaptı, Altay'ın gözü Cenk Özkaçar’da","Spor Toto 1’inci Lig’de yeni sezonun ilk etap hazırlıklarını Urla Adnan Süvari Tesisleri’nde tamamlayan Göztepe transferde de işi bitirdi.Sarı-kırmızılılar daha önce prensipte anlaşma sağladığı Altınordulu forvet Hüsamettin Yener ve Fenerbahçeli sağ bek Uğur Kaan Yıldız’ı kadrosuna dahil etti. İki oyuncu da ikinci etap çalışmaları için Afyonkarahisar kampına dahil oldu.Göztepe’de sportif direktörlük görevine getirilen Hırvat Ivan Mance de takımla birlikte Afyonkarahisar’a gitti. Öte yandan Göztepe’nin peşinde olduğu 1461 Trabzonlu sol bek Yunus Emre Gedik transferi ise gerçekleşmedi.Altay'ın gözü Cenk Özkaçar'daSpor Toto 1'inci Lig'de mücadele edeceği yeni sezon öncesi ağır borç yükü ve transfer yasağının sürmesi nedeniyle sıkıntılı bir dönemden geçen Altay, altyapısından yetişip, Fransa ekibi Olympique Lyon'da forma giyen eski stoperi Cenk Özkaçar'la ilgili çıkan transfer haberlerini merakla takip ediyor.Geçen sezon kiralık olarak Belçika'da OH Leuven'de oynayan 21 yaşındaki savunmacı, Türkiye'nin UEFA Uluslar C Ligi'nde Litvanya'yı 6-0 mağlup ettiği karşılaşmada ilk kez A Milli Takım formasını terletmişti.Fransa temsilcisine dönerek hazırlık maçlarına çıkan Cenk'in ismi son dönemde İtalya Serie A ekibi Hellas Verona ve Süper Lig'in son şampiyonu Trabzonspor'la anılırken, Lyon'un genç savunmacıyı satması halinde yapılan anlaşma gereği Altay da bu transferden yüzde 10 pay alacak.Cenk'i Lyon'a 1.5 milyon Euro'ya satan siyah-beyazlılar, piyasa değeri nisan ayında 2 milyon Euro olarak gösterilen eski oyuncusu transfer olursa en az 200 bin Euro daha gelir elde edecek.","Temmuz 13, 2022 12:40"
641,Dünya,https://www.hurriyet.com.tr/dunya/donald-trumpin-eski-esi-ivana-trump-hayatini-kaybetti-42101080,Donald Trump'ın eski eşi Ivana Trump hayatını kaybetti,"Eski ABD Başkanı Donald Trump, kendine ait sosyal medya platformu Truth Social'dan ilk eşi Ivana Trump'ın 73 yaşında hayatını kaybettiğini duyurdu.Trump  yaptığı açıklamada, ""Ivana Trump, New York'taki evinde hayatını kaybetti. Sevenlerine bunu bildirmekten dolayı çok üzgünüm. O harika ve ilham verici bir hayat süren güzel ve harika bir kadındı. Gurur ve neşesi üç çocuğu Donald Jr., Ivanka ve Eric'ti. Hepimiz onunla gurur duydukça o da onlarla gurur duyuyordu. Huzur içinde yat Ivana"" ifadesini kullandı. Eric Trump ise, annesinin ""iş dünyasında bir güç, birinci sınıf bir sporcu, ışıltılı bir güzellik ve şefkatli bir anne ve arkadaş"" olduğunu belirtti.Çekya doğumlu olan Ivana Trump, 1977'de Trump ile evlenmiş, ikili 15 yıl sonra 1992'de boşanmıştı. Trump, Ivana Trump’ın ikinci eşiydi. Trump çifti, 1980'lerde ve 1990'larda New York'ta önemli isimler arasında yer alırken, ayrılıkları kamuoyunun yoğun ilgisine çekmişti.","Temmuz 14, 2022 23:56"
642,Ekonomi,https://www.hurriyet.com.tr/ekonomi/heathrowda-yolcu-sayisina-sinirlama-42100648,Heathrow’da yolcu sayısına sınırlama,"Yapılan açıklamada, havalimanını kullanacak günlük giden yolcu sayısının 100 binle sınırlandırılmasına karar verildiği ifade edildi. Söz konusu kısıtlamanın 11 Eylül’de yürürlüğe girmesi bekleniyor.Heathrow Havalimanı Üst Yöneticisi John Holland-Kaye yaptığı değerlendirmede, son haftalarda giden yolcu sayısının günlük 100 bin kişiyi geçtiğini söyleyerek “Çalışma saatlerinin kabul edilemez sürelere ulaştığı, kuyrukların uzadığı, yardıma ihtiyacı olan yolculara desteğin geciktiği, valizlerin yolcularla birlikte hareket etmediği, düşük dakikliğin olduğu ve son dakika iptallerinin yaşandığı anları görmeye başladık. Değerlendirmemize göre, saha görevlileri ve havayolu şirketlerinin yaz aylarında hizmet verebilecekleri günlük yolcu sayısı 100 binin üzerinde olamaz” dedi.İngiltere’de binlerce kişi hava yolları ve havalimanlarındaki çalışan sayısındaki yetersizlik ve yoğunluk nedeniyle son dakika iptalleriyle ya da uzun rötarlarla karşılaşıyor. Sürecin nedeni olarak ise salgın döneminde çalışanlarını işten çıkaran hava yolu şirketlerinin, artan seyahat talebini karşılayabilecek yeterli elemanı istihdam etmekte gecikmesi gösteriliyor. Heathrow Havalimanı salgın öncesinde günlük 110 bin ila 125 bin giden yolcuya hizmet verebiliyordu. ","Temmuz 14, 2022 08:30"
643,Gündem,https://www.hurriyet.com.tr/gundem/milli-egitim-bakani-mahmut-ozer-artik-basarili-ogrenciler-meslek-liselerini-tercih-etmeye-basladi-42102846,Milli Eğitim Bakanı Mahmut Özer: “Artık başarılı öğrenciler meslek liselerini tercih etmeye başladı”,"“Mesleki ve Teknik Eğitimin Geliştirilmesi İş Birliği Protokolü”, Ankara Sanayi Odası (ASO) Zafer Çağlayan Meclis Salonu’nda düzenlendi. Törene katılarak bir konuşma gerçekleştiren Milli Eğitim Bakanı Mahmut Özer, Bakanlık olarak en kıymetli sermayelerinin öğretmenler olduğunu belirtti. 28 Şubat döneminde meslek liselerinin geride kaldığını kaydeden Özer, öğretmenlerin mesleki gelişimine son derece önem verdiklerini hatırlattı.“BUGÜN İTİBARİYLE UZMAN VE BAŞÖĞRETMENLİK EĞİTİMLERİ BAŞLADI”7354 sayılı Öğretmenlik Meslek Kanununun son 20 yılın eğitim yatırımlarını taçlandırdığını dile getiren Bakan Özer, ""Bugün itibariyle uzman ve başöğretmenlik eğitimler başladı. Kanun çıktı, yönetmelik, yönergeler çıktı. Uzman öğretmenler için 180 saatlik, başöğretmenlerle ilgili 240 saatlik eğitimler öğretmen bilişim ağı içerisinde veriliyor. Bunlar devasa büyük işler. Erişim ile ilgili sıkıntı olmaması lazım. Yaklaşık 600 binin üzerinde öğretmenimiz eğitime başladı” dedi.Eğitim sisteminde öğretmenlerin yüzde 60'ının bu sürece dahil olduğunu kaydeden Bakan Özer, 19 Kasım'da yapılacak sınavda öğretmenlerin başarılı olduklarında hem ciddi bir eğitimden geçmiş olacaklarını hem de özlük haklarında önemli bir iyileşme olacaklarını aktardı.“TÜM OKULLARIMIZIN ALTYAPISINI GÜÇLENDİRECEK, GÜNCELLEYECEK HİÇBİR SIKINTIMIZ YOK, BÜTÇEMİZ VAR”Bakan Özer, konuşmasına şöyle devam etti:“Tek istediğimiz şey var, istihdama öncelik sağlamak. Çünkü biz size insan kaynağı yetiştiriyoruz, sizi sürecin içerisinde dahil ettik. Buradan çıkan çocukların da gerçek iş ortamlarında çalışmasıyla, istihdamıyla ilgili katkı. Kısa sürede mesleki eğitim verdiğimiz tüm alanlarda sektörün güçlü temsilcileriyle iş birliklerimizi tamamladık. Aslında şunu gördük, sektörün de yıllardan beri beklediği şey buymuş. Biz iş verenlerimizden okul, atölye yapmasını istemiyoruz. Devletin bütçesi var. Bütçeyle ilgili Allah’a şükür hiçbir sıkıntımız yok. Tüm okullarımızın altyapısını güçlendirecek, güncelleyecek hiçbir sıkıntımız yok, bütçemiz var. İstediğimiz şey sanayicinin deneyimini, birikimini, müktesebatını meslek liselerine aktarması ve süreci birlikte yönetip kendisine insan kaynağını birlikte yetiştirebilmemiz. Bunun neticelerini gördük.”“ARTIK BAŞARILI ÖĞRENCİLER MESLEK LİSELERİNİ TERCİH ETMEYE BAŞLADI”Meslek liselerinin başarısına da değinen Milli Eğitim Bakanı Özer, artık başarılı öğrencilerin meslek liselerini tercih etmeye başladığını vurguladı. 28 Şubat sürecini tersine dönüştürerek mesleki eğitime verilen önemin artırıldığını dile getiren Özer, “İlk adımlarını Savunma Sanayii Başkanlığımızla yaptık. ASELSAN Mesleki Teknik Anadolu Lisesi. Düşünün, artık ASELSAN Mesleki Teknik Anadolu Lisesine yüzde 1'lik başarı diliminden öğrenciler geliyor. Ankara Fen Lisesine yerleşen öğrencinin puanından daha yüksek puanı olan öğrenci, meslek lisesine gidiyor. İstanbul Teknik Üniversitesi Mesleki Teknik Anadolu Lisesi, Teknopark İstanbul Mesleki Teknik Anadolu Lisesi. Bunun örnekleri çoğaltabilir. Artık başarılı öğrenciler meslek liselerini tercih etmeye başladı. Yani 28 Şubat sürecinin suyun akışını yatağından değiştirdiği süreci biz tersine döndürmüş olduk. Artık akademik olarak başarılı öğrencileri de meslek liseleriyle buluşturmaya başladık. Meslek liseleri üretim yapmaya başladı” diye konuştu.“MESLEKİ EĞİTİM MERKEZLERİNDEKİ ÇIRAK, KALFA SAYISI 560 BİNE ÇIKTI”Mesleki eğitim merkezindeki öğrenci sayısının 11 ayda 400 bin arttığını kaydeden Bakan Özer, bu konuda hedeflerinin bir milyon gencin mesleki eğitim merkeziyle buluşması olduğunu not düştü.Özer, şunları söyledi:""Bizim amacımız, mesleki eğitim verdiğimiz tüm alanlarda uygulamalı üreterek eğitimi teşvik etmek. Eğer her alanda biz üretim isteseydik mesleki eğitim merkezlerindeki üretimi iptal etmezdik. Mesleki eğitim merkezlerinde üretim yapılmasını istemiyoruz. Çünkü mesleki eğitim merkezleri haftada dört gün işletmeye giden bir yer. 200 milyonluk üretim kapasitesinden 2021 yılında 1 milyar 162 milyona çıktı. Bunlar gerçekten her biri başarı hikayesi. 25 Aralık 2021 tarihinde Türkiye’deki tüm mesleki eğitim merkezlerindeki çırak, kalfa sayısı 160 bin. Bu rakam bugün 560 bine çıktı. 11 ayda 400 bin yeni gencimiz mesleki eğitim merkezleriyle tanışmış oldu. Bu öğrencilerimiz ayda bin 275 lira ücret alıyor. Artışla bin 700 liraya çıktı. 2022 yılı sonuna kadar bir milyon gencimizi mesleki eğitim merkeziyle buluşturacağız.”“28 ŞUBAT SÜRECİNDE MAALESEF MESLEKİ EĞİTİM BALTALANDI”Törene katılan TBMM Milli Eğitim, Kültür, Gençlik ve Spor Komisyonu Başkanı Emrullah İşler, mesleki eğitimin önemine dikkati çekerek “28 Şubat sürecinde maalesef mesleki eğitim baltalandı. Onun sıkıntılarını halen yaşıyoruz. Ben de kendim meslek lisesi mezunu olan biri olarak konuşuyorum. Aranızda bulunuyorum. Mesleki eğitimin önemini yaşayarak tecrübe ederek gelmiş bir insanım. Dolayısıyla mesleki eğitimlerine kadar fazla yatırım yaparsak o kadar Türkiye'nin gelişimine katkı sağlayacağız” dedi.“EN YÜKSEK CİROYU ANKARA OLARAK MESLEKİ EĞİTİMDE BİZ YAPMIŞ BULUNUYORUZ”Ankara Valisi Vasip Şahin ise Ankara’daki meslek liselerinin üretimde neredeyse en iyi şehir konumunda olduğunu hatırlatarak şunları kaydetti:“Tabi Ankara özelinde baktığımızda mesleki eğitim belli bir ivme kazandı ama henüz mutmain olabileceğimiz bir seviyede değil. İnşallah çok kısa sürede o bizi tatmin edici seviyede ulaşmış olacağız. Ama şu kadarını ifade edeyim, Ankara özellikle üretimde, meslek liselerinin üretiminde hemen hemen en iyi şehir durumunda. En yüksek ciroyu Ankara olarak mesleki eğitimde biz yapmış bulunuyoruz. İnşallah bu hem tüm Ankara'da hem Türkiye'de çok daha ileri boyutlara yükselecektir.”Konuşmaların ardından iş birliği protokolü, Bakan Özer ve ASO Başkanı Nurettin Özdebir tarafından imzalandı.“Mesleki ve Teknik Eğitimin Geliştirilmesi İş Birliği Protokolü”, mesleki ve teknik eğitimde istihdam ve üretim ilişkisini güçlendirmek için öğretmenlere eğitimlerin verilmesi, başarılı öğrencilere burs verilmesi, öğrencilerin işletmelerde mesleki eğitimlerinin gerçekleştirilmesi, okul atölyelerinin ve laboratuvarların yeni teknolojilerle donatılması amacıyla geliştirildi.Törene Savunma Sanayii Başkanı İsmail Demir, Milli Eğitim Bakan Yardımcısı Nazif Yılmaz, Ankara Ticaret Odası (ATO) Başkanı Gürsel Baran ve davetliler iştirak etti.","Temmuz 18, 2022 15:22"
644,Dünya,https://www.hurriyet.com.tr/dunya/putin-gazi-kesti-almanya-tedirgin-42099803,Putin gazı kesti Almanya tedirgin,"Rusya’nın Ukrayna’ya karşı başlattığı savaş nedeniyle Almanya-Rusya ilişkilerinde kritik sürece gelindi. Almanya’nın doğalgazının önemli bir bölümünü sağlayan Moskova, “Kuzey Akım 1” doğalgaz boru hattındaki bakım ve onarım çalışmalarına başlayınca gaz sevkıyatı dün tamamen durdu. Bakım ve onarım çalışmalarının 10 gün sürmesi bekleniyor. Ancak Almanya’da Rusya’nın şu an kadar gaz tedarikini azaltmasını teknik bir gerekçeye dayandırsa bile bakım ve onarım çalışmalarından sonra gaz akışını sağlamayacağından endişe ediyor.TÜRBİN DİPLOMASİSİÖte yandan Alman Siemens şirketi, Kanada’nın Rusya’ya uygulanan uluslararası yaptırım kararına rağmen teslim etme kararı aldığı yalıtım türbininin en kısa zamanda yerine monte edeceğini açıkladı. Siemens’in Kanada operasyonunun tamir ettiği bu türbin, “Kuzey Akım 1” doğalgaz boru hattının bakımı için kullanılacaktı. Ancak savaş sebebiyle yaptırımlara takılmıştı. Rusya’nın Gazprom şirketi ise türbinin gelmemesini gerekçe göstererek Avrupa’ya gaz akışını yüzde 40’a indirmişti. Öte yandan Ukrayna Devlet Başkanı Volodimir Zelenski ise Kanada’nın türbini tamir etme kararı sonrası ülkesinin Kanada büyükelçisinin dışişleri bakanlığına çağrıldığını açıkladı.TASARRUF ÇAĞRISIMoskova’nın türbin tamir edilmesine rağmen gazı serbest bırakıp bırakmayacağı merak konusu Almanya Federal Enerji Şebekesi Ajansı Başkanı Klaus Müller, Kuzey Akım-1 boru hattı aracılığıyla Rusya’dan gelecek gaz tedarikinin durumunun belirsiz olduğunu ifade etti. Müller ZDF’ye verdiği demeçte, “Rusya’dan çok farklı sinyallar alıyoruz” dedi. Müller, Kremlin’in bazı sözcülerinin Siemens türbininin yanı sıra tedarikin önünde engel olacak başka açıklamalarda bulunduğunu ifade etti. Müller, “Dürüst olmak gerekirse, kimse ne olacağını bilmiyor” diye konuştu. Müller daha önce olduğu gibi herkesi doğalgaz tasarrufu yapmaya çağırdı.DİĞER ÜLKELER DE ALARMDAKuzey Akım 1 hattının kapatılması haberi sonrası İtalyan enerji şirketi Eni ve Avusturyalı Group OMV, Rus Gazprom’dan gelen doğalgaz miktarının düştüğünü rapor etti. Fransa Ekonomi Bakanı Bruno Le Maire de ülkesinin Rusya’dan doğalgazın tamamen kesilebileceği ihtimaline hazırlanması gerektiğini bunun, “Şu anda en olası sonuç bu” ifadesini kullandı. ","Temmuz 12, 2022 07:00"
645,Ekonomi,https://www.hurriyet.com.tr/ekonomi/merkez-bankasinin-toplam-rezervleri-aciklandi-42097541,Merkez Bankası'nın toplam rezervleri açıklandı,"Türkiye Cumhuriyet Merkez Bankası (TCMB) Haftalık Para ve Banka İstatistikleri'ni açıkladı. Buna göre, Merkez Bankası toplam rezervleri 1 Temmuz ile biten haftada 994 milyon dolar azalarak, 100 milyar 942 milyon dolar oldu.Brüt döviz rezervleri de 553 milyon dolarlık azalışla 60 milyar 342 milyon dolardan 59 milyar 789 milyon dolara indi. Altın rezervleri ise 1 Temmuz haftasında 440 milyon dolar azalarak 41 milyar 594 milyon dolardan 41 milyar 154 milyon dolara indi.","Temmuz 07, 2022 16:00"
646,Dünya,https://www.hurriyet.com.tr/dunya/almanyadan-flas-koronavirus-karari-maske-geri-donuyor-42102524,Almanya'dan flaş koronavirüs kararı! Maske geri dönüyor,"Almanya Adalet Bakanı Marco Buschmann, Covid-19'un yayılmasının önüne geçmek için ülke genelinde yeni önlemlerin alınacağını belirterek, maske zorunluluğunun sonbaharda geri getirileceğini duyurdu. Buschmann, sonbahar ve kış aylarının ciddiye alınması gerektiğini söyleyerek, alınacak yeni tedbir ve kısıtlamaların temmuz ayı sonuna kadar tamamlanacağını bildirdi. Bakan Buschmann, toplu taşımalara maske zorunluluğunun kapalı kamusal alanlarda geri getirilmesi için çalıştıklarını söyleyerek, ""İç mekandakiler için maskelerin etkinliği tartışılmaz. Halihazırda toplu taşımada maske zorunluluğu ile ilgili de çalışmalarımıza devam ediyoruz"" ifadelerini kullandı. Bakan, karantina ve okulların kapanmasına veya sokağa çıkma yasaklarına ise geri dönülmeyeceğini belirtti.","Temmuz 17, 2022 21:24"
647,Spor,https://www.hurriyet.com.tr/sporarena/kadinlar-euroleaguede-kuralar-cekildi-gruplar-belli-oldu-42101476,Kadınlar Euroleague’de kuralar çekildi! Gruplar belli oldu...,"Avrupa’nın 1 numaralı basketbol organizasyonu Euroleague 2021-2022 sezonunda Final-Four’a ev sahipliği yapan ve Avrupa 2.'si olan Fenerbahçe, bu sezon A Grubu'nda yer aldı.Sarı-lacivertlilerin rakipleri ise KSC Szekszard (Macaristan), BC Polkowice (Polonya), Virtus Segafredo Bologna (İtalya), Tango Bourges Basket (Fransa), Valencia BC (İspanya), ZVVZ USK Praha (Çekya) oldu. Gruptaki son takım da KKZ Crvena Zvezda (Sırbistan), ACS Sepsi-SIC (Romanya) ve Olympiakos SFP’den (Yunanistan) birisi olacak.Geçen sezon EuroCup Women’da, Final-Four oynama başarısı gösteren Mersin Yenişehir Belediyesi ise B Grubu'nda yer alırken, Kangoeroes Basket Mechelen (Belçika), Beretta Famila Schio (İtalya), Basket Landes (Fransa), Sopron Basket (Macaristan), Perfumerias Avenida (İspanya) gruptaki rakipleri oldu.Grubun diğer iki takımı Villeneuve d’Ascq-LM (Fransa)-Spar Girona (İspanya) ve Botaş Spor Kulübü (Türkiye)-DVTK Hun-Therm(Macaristan)-Elizur Landco Ramla (İsrail) eşleşmelerinin kazananı olacak.","Temmuz 15, 2022 15:58"
648,Spor,https://www.hurriyet.com.tr/sporarena/son-dakika-marcaodan-sevillaya-5-yillik-imza-sozlesmenin-mali-detaylari-kapa-bildirildi-42099453,Son Dakika: Marcao'dan Sevilla'ya 5 yıllık imza! Sözleşmenin mali detayları KAP'a bildirildi...,"İspanya La Liga ekiplerinden Sevilla, daha önce prensip anlaşmasına vardığı Galatasaray'ın Brezilyalı savunma oyuncusu Marcao ile 5 yıllık anlaşma sağladı.Kulüpten yapılan açıklamada, sağlık kontrollerini başarılı şekilde geçen 26 yaşındaki oyuncunun kendisini 5 yıllığına Sevilla'ya bağlayan mukaveleye imza attığı kaydedildi.Galatasaray'a 2018-19 sezonunun devre arasında transfer olan Marcao, sarı kırmızılı kulüpte 3 kupa sevinci yaşarken görev aldığı 140 karşılaşmada 2 gol atma başarısı göstermişti.SÖZLEŞMENİN MADDİ DETAYLARI NASIL?Galatasaray, Marcao'nun bonuslarla birlikte 15 milyon Euro karşılığında Sevilla'ya transfer olduğunu ve ayrıca bir sonraki satış ya da kiralama bedelinin karından %10 pay alacağını açıkladı.İŞTE KAP AÇIKLAMASIProfesyonel Futbolcumuz Marcos Do Nascimento Teixeira'nın transferi konusunda Sevilla Football Club, S.A.D. ile anlaşmaya varılmıştır. Yapılan anlaşmaya göre Sevilla Football Club, S.A.D., Şirketimize bonuslar ile birlikte 15.000.000 Eur tutarında transfer bedeli ödeyecektir.  Oyuncunun ileride bir başka kulübe kiralanması ya da satılması durumunda, elde edilecek transfer bedeli karının %10'u ayrıca Sevilla Football Club, S.A.D. tarafından Şirketimize ödenecektir.Kamuoyuna saygıyla duyurulur.GALATASARAY'DAN MARCAO'YA VEDA""Şanlı Galatasaray formasıyla 3 kupa kazanan, sahaya her maç yüreğini koyan, takımına kaptanlık yapan, yeri geldiğinde bataklığa dönmüş penaltı noktasını elleriyle temizleyen Marcos do Nascimento Teixeira. Yolun açık olsun. Her şey için teşekkürler.""MARCAO BU SÖZLERLE VEDA ETTİ""2019'da Fatih Terim'in bana yaptığı davet, her şeyi değiştirdi. O günden beri, bu forma için sizden biriymiş gibi savaştım. Takım arkadaşlarım, Galatasaray için son nefesime kadar savaşmam gerektiğini öğrettiler. Nereye gidersem gideyim, bir aslan olacağım.""","Temmuz 11, 2022 15:30"
649,Ekonomi,https://www.hurriyet.com.tr/ekonomi/mayis-ayinda-issizlik-yuzde-10-9a-geriledi-42100617,Mayıs ayında işsizlik yüzde 10.9’a geriledi,"İşsizlik oranı erkeklerde yüzde 9.5 iken kadınlarda yüzde 13.8 olarak tahmin edildi. Mayıs ayında, istihdam edilenlerin sayısı bir önceki aya göre 358 bin kişi artarak 30 milyon 839 bin kişi, istihdam oranı ise 0.5 puanlık artış ile yüzde 47.8 oldu. Bu oran erkeklerde yüzde 65.3 iken kadınlarda yüzde 30.6 olarak gerçekleşti. Mayıs ayında işgücü, bir önceki aya göre 302 bin kişi artarak 34 milyon 624 bin kişi, işgücüne katılma oranı ise 0.4 puanlık artış ile yüzde 53.6 olarak gerçekleşti. İşgücüne katılma oranı erkeklerde yüzde 72.2, kadınlarda ise yüzde 35.5 oldu. 15-24 yaş grubunu kapsayan genç nüfusta işsizlik oranı bir önceki aya göre 0.2 puanlık artış ile yüzde 20.3 oldu. Bu yaş grubunda işsizlik oranı; erkeklerde yüzde 17.6, kadınlarda ise yüzde 25.5 olarak tahmin edildi. Bu dönemde, istihdam edilenlerden referans döneminde işbaşında olanların, mevsim ve takvim etkilerinden arındırılmış haftalık ortalama fiili çalışma süresi, bir önceki aya göre 0.9 saat azalarak 44.0 saat olarak gerçekleşti.‘ATILAN ADIMLARIN OLUMLU YANSIMASI’Hazine ve Maliye Bakanı Nureddin Nebati, Twitter hesabından yaptığı paylaşımda, Türkiye İstatistik Kurumu’nun açıkladığı mayıs ayına ilişkin iş gücü istatistiklerini değerlendirdi. Türkiye Ekonomi Modeli kapsamında atılan adımların ve ekonomik aktivitedeki canlı seyrin istihdam piyasasına olumlu yansımalarının görüldüğüne dikkati çeken Nebati, şunları kaydetti: “Mayıs ayında 358 bin kişi ilave istihdam sağlanırken, işsizlik oranı yüzde 10.9 oranına gerilemiştir. İstihdam oranı mayıs ayında yüzde 47.8 olmuş ve bugüne kadarki en yüksek seviyesine (2005 yılı sonrası) ulaşmıştır. İş gücüne katılma oranı mayıs ayında yüzde 53.6 olmuş ve 2019 yılının Mart ayından bu yana en yüksek değerini almıştır. Toplam istihdamımız 2022 Mayıs ayı itibarıyla salgın öncesi seviyelerinin üzerindeki seyrini sürdürerek 30.8 milyon kişiye ulaşmıştır.”","Temmuz 14, 2022 07:00"
650,Spor,https://www.hurriyet.com.tr/sporarena/manchester-cityden-ayrilan-raheem-sterling-chelseade-42100423,Manchester City'den ayrılan Raheem Sterling Chelsea'de!,"Premier Lig ekiplerinden Chelsea, Manchester City'den Raheem Sterling'le anlaşma sağladı.27 yaşındaki oyuncu, 50 milyon Pound bonservis bedeliyle 'Maviler'e katıldı.MANCHESTER CITY'E VEDA MESAJI İngiliz yıldız veda mesajında, ""Manchester'a 20 yaşında bir çocuk olarak gelmiştim. Bugün, ayrılık vakti geldi. Manchester City formasını giymek büyük bir onurdu."" ifadelerini kullandı.STERLİNG ABD'YE UÇACAKSterling, hazırlıklarını Los Angeles'ta sürdüren takımına  katılmak için Amerika Birleşik Devletleri'ne gidecek.SÖZLEŞME BİTİMİNE 1 YIL DAHA VARDISterling'in Manchester City ile bir yıllık sözleşmesi daha bulunuyordu. City, bir yıllık süreyi beklemeden önemli bir bonservis geliri de elde etmiş oldu.Liverpool'dan 2015'te 49 milyon Pound'a City'ye transfer olan Sterling, burada 339 maçta 131 gol kaydetti.","Temmuz 13, 2022 14:25"
651,Spor,https://www.hurriyet.com.tr/sporarena/son-dakika-galatasarayda-okan-buruk-mac-sonu-ayriliklari-acikladi-diagne-ve-morutan-42102126,Son Dakika: Galatasaray'da Okan Buruk maç sonu ayrılıkları açıkladı! Diagne ve Morutan...,"Hazırlık mücadelesinde Sigma Olomouc'u 2-0 yenen Galatasaray'da teknik direktör Okan Buruk, maç sonunda açıklamalar yaptı.İşte Okan Buruk'un sözleri;İşimiz kolay değil, 35 oyuncuyla beraberiz. Hepsini oynatmaya çalışıyoruz. Hazırlanmak için gayret ediyoruz. Bugün kazandığımız için mutluyuz.OLIVEIRA YORUMUSergio Oliveira geçen hafta aramıza katıldı. Uzun bir ara vermesine rağmen kendisini hazır tutmuş. O da oynamak istiyordu. Takıma alışacak, oyuncularımız birbirine ulaşacak. İnşallah bundan sonraki transferlerle de daha iyi takım olacağız.YUNUS'A ÇOK GÜVENİYORUZYunus Akgün'e çok güveniyoruz. Türk futbolunun önemli isimlerinden biri olacak. Bu bizi çok mutlu ediyor. Altyapıdan birçok oyuncu da oynattık. Umarım Yunus da aynı şekilde performansına devam edecek.DIAGNE İÇİN EN İYİSİ OLDUDiagne kendini ispat etmiş, geçmişte gol krallığı yaşamış bir oyuncu. Bizimle birlikte iyi niyetle çalıştı. Biz de onu en iyi hale getirmeye çalıştık. Elimizde Gomis ve Mostafa var. Onun için en iyisi gidip oynamasıydı.MORUTAN DAHA GÜÇLÜ DÖNERMorutan'ın süre alabileceği bir yerde oynayınca bize daha güçlü dönebileceğini düşünüyoruz. En büyük eksiği, maç oynamak.YAKINLAŞTIĞIMIZ OYUNCULAR VARTransfer için görüşmelerimiz devam ediyor. Yakınlaştığımız oyuncular var. İnşallah elimizdeki oyuncular ile gelecek oyuncular iyi bir mozaik oluşturacak","Temmuz 17, 2022 01:55"
